position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1598	UCxqNWumtwMPX_PzWhRlsiNQ	CANAL SEM EDIÇÃO	6UT_0goXe6o	2021-01-18T13:40:53Z	2021-01-18 13:40:53	React Gusttavo Lima mostra avião com 150 cilindros de oxigênio para Manaus	react Gusttavo Lima mostra avião com 150 cilindros de oxigênio para Manaus O cantor sertanejo Gusttavo Lima se engajou nas doações de oxigênio para ajudar a minimizar a crise sanitária que vive Manaus e mostrado hoje um Boeing sendo carregado com 150 cilindros do insumo. Os cilindros divididos hospitais e pontos da região com o apoio de Bete divisão (amiga do cantor).	React,Gusttavo Lima,cilindros de oxigênio,notícias	22	People & Blogs	PT6M58S	418	2d	hd	false			18	2	0	0	0
1599	UCsDJziAotPi8Lo3LU7ohdXg	Notícias Frescas	DFqt1inzhrk	2021-01-18T13:14:48Z	2021-01-18 13:14:48	Governo Promete Oxigênio Para Manter Bebês Prematuros Em Manaus Por Mais 48 Horas	O Ministério da Saúde informou nesta sexta-feira (15) que desistiu de transferir bebês recém-nascidos e prematuros de Manaus para outros Estados. Mais cedo, a Secretaria de Saúde do Amazonas havia dito que a transferência iria começar ainda nesta sexta. #governo #promete #oxigênio #para #manter #bebês #prematuros #manaus #mais #horas	governo,promete,oxigênio,para,manter,bebês,prematuros,manaus,mais,horas	25	News & Politics	PT3M27S	207	2d	hd	false	https://i.ytimg.com/vi/DFqt1inzhrk/maxresdefault.jpg		4	1	0	0	0
1600	UCphn4Z4L2dGNoh7jz_99EOA	Correio do Povo play	5AIgH3rAT2o	2021-01-18T19:54:28Z	2021-01-18 19:54:28	Em meio ao início da vacinação no Brasil, a falta de oxigênio continua	Enquanto a segunda onda da pandemia atinge com força a capital do Amazonas, a população de Manaus busca alternativas. Para evitar a propagação, moradores lavaram as ruas e calçadas; para tratar os doentes, familiares fizeram fila para comprar tanques de oxigênio. Inscreva-se ► https://bit.ly/38pSA0M Leia mais notícias ► http://correiodopovo.com.br Clique e siga nossas redes sociais: Facebook ► https://www.facebook.com/correiodopovo Twitter ► https://twitter.com/correio_dopovo Instagram ► https://instagram.com/correiodopovo/ Linkedin ► https://bit.ly/2XGxAQq #Brasil #Vírus #Epidemia	Correio do Povo,Notícias,Jornalismo,2021,urgente,Brasil,covid,Manaus,Epidemia,Saúde	25	News & Politics	PT1M11S	71	2d	hd	false	https://i.ytimg.com/vi/5AIgH3rAT2o/maxresdefault.jpg	1	204	12	0	0	3
1601	UCEfxYdB732IjfJ-2bjZA4lw	contra a mão do sistema	DO_5re0S9d0	2021-01-18T18:31:00Z	2021-01-18 18:31:00	veja o porque faltou oxigenio em manaus .			22	People & Blogs	PT15M21S	921	2d	sd	false			67	26	0	0	0
1602	UCLXl1V6n82Dyg1VhVgSL0nw	Aviões e Músicas com Lito Sousa	ZXavmCeNw9Q	2021-01-18T17:56:28Z	2021-01-18 17:56:28	Cilindros de Oxigênio nos Aviões para Manaus #EXTRA	Falando rapidinho sobre o transporte de cilindros de oxigênio para a cidade de Manaus. KC-390 Millenium, C-130 Hércules, C-105 Amazonas. ✈ Seja Membro: http://bit.ly/ApoiarCanal ✈ Loja do Canal: http://bit.ly/LojinhaAeM ✈ Livro do lito: http://bit.ly/livrosDoLito ✈ Contato Comercial: comercial@avioesemusicas.com ✈ Mídia Social ✈ Twitter: @avioesemusicas ✈ Instagram: avioesemusicas ✈ Facebook: http://facebook.com/avioesemusicas ✈ Aviões e Músicas é um canal para descomplicar a aviação e complementar as informações do blog http://www.avioesemusicas.com Vídeos novos toda Quinta e Domingo às 12h00. Ou um Extra a qualquer dia. ✈ Apresentação, roteiro e adição: Lito Sousa ✈ Produção executiva e direção geral: Mila Seidl ✈ Produção: Ana Beatriz Reis ✈ Marketing digital: Bruno Triaquim e Larissa Alvez ✈ Produção e mídias sociais: Natã Romualdo ✈ Vinheta de abertura: Maurício Duarte / Ivo Duran ✈ Motion graphic: Sergio Marques Disclaimer: “The views expressed in this video are my own. They have not been reviewed or approved by United. I do not speak for United.” "Os pontos de vistas aqui apresentados são apenas meus e não foram revistos ou aprovados pela United. Eu não falo em nome da United."	AVIAÇÃO,Lito,Lito do Aviões e Músicas,AVIÕES E MÚSICAS,Aerolito,oxigênio,manaus,hércules,c-130,kc-390,amazonas	24	Entertainment	PT4M13S	253	2d	hd	false	https://i.ytimg.com/vi/ZXavmCeNw9Q/maxresdefault.jpg	1	250703	40020	162	0	1077
1603	UCwVmZjJwkCUCOes5_eAIebg	Fala Brasil	3WG0Ih1VYy0	2021-01-18T12:24:37Z	2021-01-18 12:24:37	Manaus recebe cargas de oxigênio para tratamento de pessoas internadas com covid-19	Manaus recebeu, no último sábado (16), cargas de oxigênio que chegaram de avião e de barco, mas pacientes continuaram sendo transferidos para outros estados do país. Nos últimos dois dias, o estado do Amazonas teve 113 mortes pela covid-19. O número é mais do que o dobro do que o período anterior do início da semana, quando 51 pessoas morreram. Mesmo com a chegada de oxigênio, a busca das pessoas pelos cilindros que podem salvar vidas continuou intensa. Filas enormes se formaram nas portas das empresas para uma espera angustiante. Nosso Whatsapp: https://falabrasil.r7.com/whatsapp Inscreva-se no canal Fala Brasil: http://r7.com/ZOTL Assista às íntegras no PlayPlus: https://www.playplus.com Facebook: https://www.facebook.com/falabrasil/ Instagram: https://www.instagram.com/fala_brasil/ Twitter: https://twitter.com/fala_brasil Site oficial: https://recordtv.r7.com/fala-brasil #FalaBrasil #SalcyLima #CelsoZucatelli #RobertaPiza #SergioAguiar	Roberta Piza,Rede Record,Jornalismo,Record,Fala Brasil,Notícias,Salcy Lima,Celso Zucatelli,jornalismo,Jornalismo Record	25	News & Politics	PT5M20S	320	2d	hd	false	https://i.ytimg.com/vi/3WG0Ih1VYy0/maxresdefault.jpg	1	911	29	3	0	4
1604	UCfFw7oDRMJdOAsjM45EWd6w	Neidinha Maciel	kkcX1BV2azY	2021-01-18T22:02:18Z	2021-01-18 22:02:18	Reportagem completa do domingo espetacular, sobre a crise de oxigênio em Manaus			10	Music	PT27M35S	1655	2d	sd	false			110	3	0	0	0
1605	UCVFbXI6Gu8U2f9Gjtxw4A-Q	UOL	FNCTeti_Zr0	2021-01-18T12:24:33Z	2021-01-18 12:24:33	Covid-19 em Manaus: moradores lavam ruas e continuam na luta por oxigênio	Enquanto a segunda onda da pandemia atinge com força a capital do Amazonas, a população de Manaus busca alternativas. Para evitar a propagação, moradores lavaram as ruas e calçadas; para tratar os doentes, familiares fizeram fila para comprar tanques de oxigênio. #Manaus #Covid19 #Oxigênio ------------------------- Bem-vindo ao canal do UOL no YouTube. Aqui você encontra notícias direto da redação, tudo sobre política, matérias especiais e o melhor do mundo do entretenimento. ** INSCREVA-SE NO CANAL: http://bit.ly/2xolCQ2	manaus,manaus covid,manaus oxigênio,manaus hoje,manaus agora,manaus notícias,oxigênio,covid-19,coronavírus,coronavirus manaus,covid em manaus,coronavirus em manaus	25	News & Politics	PT1M5S	65	2d	hd	false	https://i.ytimg.com/vi/FNCTeti_Zr0/maxresdefault.jpg	1	156671	581	14	0	312
1606	UCmQTY7b5w61WlmBbJ5a8XrQ	Rede TVT	i6IBC5TKots	2021-01-18T15:12:39Z	2021-01-18 15:12:39	Manaus sofre sem oxigênio 📰	Está com Covid-19, precisa de oxigênio? Apenas uma parcela dos brasileiros têm o privilégio de respirar. Boa sorte. #Covid-19 #Manaus #Oxigênio 🔔 Inscreva-se, ative o “sininho” e receba os conteúdos da TVT 📱 Fortaleça a TVT. Seja membro do nosso canal! Veja como: https://bit.ly/2VT0hI0	politica,jornal,brasil	25	News & Politics	PT1M19S	79	2d	hd	false	https://i.ytimg.com/vi/i6IBC5TKots/maxresdefault.jpg	1	465	76	1	0	4
1607	UC3_-z4H1Y3zuexHQaPS9ycg	Ivan Batista	Z-rv9ZVgfFU	2021-01-18T22:50:35Z	2021-01-18 22:50:35	nicolas maduro oxigenio manaus			22	People & Blogs	PT4M12S	252	2d	hd	false	https://i.ytimg.com/vi/Z-rv9ZVgfFU/maxresdefault.jpg		22	2	0	0	0
1608	UCnLSKfHkgZ6ujEYCO9jq7Sw	TV A Crítica	nDpaQzTAd9s	2021-01-18T15:45:39Z	2021-01-18 15:45:39	ALERTA NACIONAL: Situação do oxigênio em Manaus	Com a situação delicada no Amazonas, pacientes são transferidos para outros estados em busca por oxigênio. Confira a reportagem do programa Alerta Nacional O Alerta Nacional é exibido às 18h00 (horário de Brasília) de segunda a sábado, na TV A Crítica (TV Aberta 04 | Claro TV 514). Inscreva-se no canal: https://www.youtube.com/channel/UCnLSKfHkgZ6ujEYCO9jq7Sw?sub_confirmation=1 Acompanhe a TV A Crítica no Youtube e nas redes sociais: Facebook: https://www.facebook.com/alertaamazonas Instagram: https://www.instagram.com/tvacriticaoficial/ Instagram: https://www.instagram.com/programaalertanacional/ Twitter: https://twitter.com/tvacritica	Notícia,tv a critica,tv a crítica,tv acritica,manaus,amazonas,oxigenio,oxigenio em manaus,situacao de manaus,situacao do oxigenio em manaus,luiz rodrigues,mayara rocha,bispo rodrigues,bispo luiz rodrigues,pandemia,covid-19,covid,covid em manaus,covid no amazonas,oxigenio no amazonas,bolsonaro,wilson lima,sikera jr,sikera jr ao vivo,canal do sikera,canal do sikera jr,rede tv,rede tv jornalismo	25	News & Politics	PT3M52S	232	2d	hd	false	https://i.ytimg.com/vi/nDpaQzTAd9s/maxresdefault.jpg	1	853	44	3	0	0
1609	UCit5HIeNTFk1oQmgw1vb_uQ	Brasil fofoca 2	PVRZ2USXGK8	2021-01-18T02:15:55Z	2021-01-18 02:15:55	Felipe Neto pede desculpas tirulipa treta cilindros de oxigênio em Manaus		Felipe Neto pede desculpas tirulipa treta cilindros de oxigênio em Manaus	22	People & Blogs	PT1M16S	76	2d	hd	false	https://i.ytimg.com/vi/PVRZ2USXGK8/maxresdefault.jpg		2886	75	11	0	4
1610	UCBiZg7ojHPU8ShY7s8xQ6bg	Balanço Geral Curitiba	8ksi55C_NxM	2021-01-18T21:16:33Z	2021-01-18 21:16:33	Famosos se unem para ajudar na compra de oxigênio para Manaus	Muitos famosos se uniram numa corrente do bem para ajudar na compra de cilindros de oxigênio para Manaus. Veja! Essa e outras reportagens em: https://ricmais.com.br/ #Curitiba #BGCuritiba #RICMais		25	News & Politics	PT4M28S	268	2d	sd	false		1	808	20	1	0	6
1611	UCQLuKYmXIBv3XHAJJKzKBmA	Vitor Fernandes	Rs7_Ia2oDJ0	2021-01-18T02:28:15Z	2021-01-18 02:28:15	Venezuela envia oxigênio para Manaus	Vídeo de Vitor Fernandes 🚨		25	News & Politics	PT2M40S	160	2d	sd	false			10	0	0	0	0
1612	UCKcNZKbCBW1HD0ADjptr96Q	Breaking News Brasil	V4rrEDtRsk8	2021-01-18T22:32:26Z	2021-01-18 22:32:26	Chegou o oxigênio da Venezuela para Manaus. 🇻🇪🇧🇷	O carregamento de 136 mil litros de oxigênio enviado pela Venezuela a Manaus cruzou a fronteira com o Brasil há algumas horas e seguirá para distribuição nos postos de saúde. Um gesto importante de solidariedade latino-americana. 🇻🇪🇧🇷 🎥 jornalista @LemusteleSUR. #Venezuela #Oxigênio #Covid-19		22	People & Blogs	PT21S	21	2d	sd	false			184	5	2	0	3
1613	UCXdXYG8dUmEv6jhEji_lSHg	Jornalismo TV Cultura	C8EmfCs2dtY	2021-01-18T18:03:28Z	2021-01-18 18:03:28	Manaus: MP do Amazonas abre investigação sobre a falta de oxigênio em hospitais do estado	O objetivo do ministério público é investigar a atuação de pessoas físicas, jurídicas, entidades e servidores na crise que atinge o Amazonas. #JTCultura	jornal da cultura,Jornal,jornalismo,tv cultura,informação,noticia,MP,Amazonas,oxigênio,Manaus,investigaçãoi,coronavírus,pandemia	25	News & Politics	PT2M20S	140	2d	hd	false	https://i.ytimg.com/vi/C8EmfCs2dtY/maxresdefault.jpg	1	2022	87	2	0	28
1614	UC0kbbjVq7CWpmgXsnvUsvrw	Instituto Estratégia Global	fG98ivnSR6M	2021-01-18T19:17:49Z	2021-01-18 19:17:49	Venezuela envia 130 mil litros de oxigênio e 107 médicos a Manaus	Em transmissão ao vivo nas redes sociais, o presidente venezuelano Nicolás Maduro anunciou, na tarde deste domingo (17), que enviou os primeiros caminhões com oxigênio para auxiliar Manaus no tratamento de pacientes com Covid-19. Ao todo, serão oito caminhões carregados com aproximadamente 130 mil litros de oxigênio para abastecer os hospitais da capital amazonense. O regime chavista também anunciou o envio de 107 médicos para Manaus. Siga o Instituto Estratégia Global: estrategiaglobal.org/ www.facebook.com/InstitutoEstrategiaGlobal/ twitter.com/institutoEG www.instagram.com/institutoeg/		25	News & Politics	PT57S	57	2d	sd	false			27	2	0	0	0
1615	UChx7vl2_63RIpoZHmRqL0uw	CIRILO SHOW	7FPvsSUTIJs	2021-01-18T03:47:14Z	2021-01-18 03:47:14	MANAUS Saúde consegue oxigênio para manter bebês em Manaus 180121	MANAUS Saúde consegue oxigênio para manter bebês em Manaus Como alternativa, na falta do oxigênio, 61 bebês prematuros podem ser transferidos para UTIs de outros estados. Publicado em 15/01/2021 17h50 O Ministério da Saúde acaba de conseguir cilindros de oxigênio para manter 61 bebês prematuros por mais 48h em leitos de UTI em Manaus (AM). A medida atende a uma solicitação do Governo do Amazonas para recém-nascidos que estavam no limite de oxigênio. A pasta vai continuar monitorando a situação desses bebês e segue unindo esforços para conseguir mais balas de oxigênio para que os prematuros não precisem ser transferidos para outros estados. A pasta já articulou com estados e municípios a disponibilidade inicial de 56 leitos de UTI que poderão receber os recém-nascidos, caso seja necessário: 25 em Curitiba (PR), 11 em Vitória (ES), 9 em Imperatriz (MA), 4 em Salvador (BA), 3 Feira de Santana (BA), 1 em Ariquemes (RO) e 3 no município de Macapá (AM).  O Governo Federal irá prestar apoio em todo o processo logístico de remoção, junto às Secretarias de Saúde Estaduais e Municipais, para que, caso ocorra a transferência, ela seja feita de forma segura e rápida, da forma mais cuidadosa possível, avaliando a necessidade e gravidade de cada recém-nascido.  Os bebês, que poderão ser transportados, seguem critérios clínicos definidos pelas equipes médicas, e serão acompanhados de profissionais médicos, enfermeiros e técnicos de enfermagens para prestar todo apoio aos prematuros.    Karina Borges Ministério da Saúde	Manaus,Amazonas,amazônia,oxigênio,oxigênio para Manaus,falta de oxigênio em Manaus,falta de oxigênio	15	Pets & Animals	PT1M50S	110	2d	hd	false	https://i.ytimg.com/vi/7FPvsSUTIJs/maxresdefault.jpg		17	3	0	0	0
1616	UCYuXJYEAOi3MuDRMs-1WQHA	Direto ao Ponto	fqExdNf_5NU	2021-01-18T13:21:17Z	2021-01-18 13:21:17	Samel freta aviões para levar oxigênio para hospitais públicos de Manaus			25	News & Politics	PT1M21S	81	2d	sd	false			3	0	0	0	0
1617	UClkX2QyUaPu6U0dAAFdeWeQ	Vida de Homem - Robinson D'Ny	WLqI_6-mJlg	2021-01-18T14:00:53Z	2021-01-18 14:00:53	O sopro da vida. Falta de oxigênio em Manaus. Epidemia moral do Brasil. "Eles não me representam"PNL	Falta de oxigênio em Manaus. O sopro da vida. Preciso de AR. Epidemia moral do Brasil. "Eles não me representam" http://bit.ly/pnlpararesultados - técnicas de PNL para alcançar objetivos em 2021 Falta de oxigênio em Manaus.O sopro da vida. Preciso de AR. Epidemia moral do Brasil. "Eles não me representam" Hoje eu gostaria de falar sobre vacinas, sobre a vacina em especial a vacina que os políticos aquí do Brasil precisam urgentemente há muito tempo, que é a vacina da vergonha da responsabilidade e eu fico chocado quando nossos irmãos lá do Amazonas muito mais além do que a falta da vacinação da falta da vacina que é um problema mundial estão com falta de oxigênio é um direito vital respirar e os nossos irmãos estão sem oxigênio e os nossos governantes ficam trocando farpas ficam se degladiando ficam se atacando uns aos outros e nós nesse meio impotentes não podemos fazer nada a respeito muito pelo contrário, podemos sim e devemos fazer é responsabilidade pública os nossos governantes os nossos políticos nós temos que cobrá-los nós temos que ir pra cima a situação não pode continuar desse jeito o governador chinga o presidente o presidente fala mal do governador os governadores um atacando o outro e todos atacando o presidente atacando a todos tendo visão só para as próximas eleições ninguém pensa na população de hoje tá ontem foi um dia especial dia 17 foi um dia especial a primeira enfermeira a ser vacinada no Brasil ótimo bonito se chorou nossa todos ficaram tocados mas e os nossos irmãos lá de Manaus nossos irmãos do Amazonas como que ficam eles estão sem oxigênio isso é a coisa primordial coisa barata, não é vacina que eles estão querendo eles estão querendo oxigênio apenas então se coloquem no lugar dessas pessoas se fosse um parente seu se fosse um filho um irmão um pai uma mãe sabe ou você mesmo tá nós temos que nos colocar no lugar dessas pessoas desses irmãos e o governador por outro lado não se preparou politicamente só fica tirando fotos daquí V dalí positivo e tudo certo e tudo caminhando e a população jogada o governo do Estado do Amazonas não tomou nenhuma providência ele não sabia que estava faltando oxigênio mas que espécie de administração é essa e esse é um dos casos e os outros então gente nós temos que fazer força de aplicar essas vacinas de vergonha na cara nesses políticos e nós temos que obrigá-los obrigá-los sim eles tem que tomar vergonha na cara e começar a administrar e não é aumentando impostos como está acontecendo em São Paulo aumenta icms para todos os produtos a torto e a direito pra tapar buracos na economia do estado isso é simples é fácil administrar eu também administro se for desse jeito eu também administro qualquer coisa na vida tudo então esse é um tutorial de revolta pedir encarecidamente aos cientistas que inventem uma vacina pra vergonha na cara de político pra responsabilidade de político temos que começar a cobrar pedir explicações não podemos ficar passivos a isso falta de oxigênio é o básico da vida falta de oxigênio muito bem parabéns a vacinação vai começar tá tudo maravilha tudo certo é o o governador que faz um V de vacina é o presidente que fala que se você virar jacaré que se você tomar essa vacina e virar jacaré a culpa não é dele é a vergonha eu fico envergonhado de ser brasileiro nesses momentos vocês me desculpem mas eu me sinto envergonhado então esse seria o recado de hoje essa decepção sabe essa vergonha alheia eu me sinto envergonhado por esses políticos eles não me representam esses políticos que estão aí não me repreentam tá bom então fiquem todos bem espero que a vacina não demore muito a chegar pra cada um de nós e principalmente às pessoas que mais necessitam mais vulneráveis. TODOS OS DIREITOS VIDA DE HOMEM® 2020	o sopro da vida,preciso respirar,Epidemia,moral e cívica do Brasil,pandemia no brasil,covid,vacina,vacina da covid-19,vacinação covid,covid 19,covid sintomas,covid 19 sintomas,vacina contra covid 19,corona virus,pandemia,calendário da vacina coronavirus no brasil,marcos pontes vacina coronavirus,oxigênio,rOBNYbrITs08056159,bolsonaro,sopro da vida,epidemia moral do brasil,coronavac,eles não me representam,falta de oxigênio em Manaus,oxigênio em Manaus	22	People & Blogs	PT5M36S	336	2d	sd	true	https://i.ytimg.com/vi/WLqI_6-mJlg/maxresdefault.jpg		226	52	0	0	11
1618	UCi-8EnF2BEUVMnyF3tk2FUQ	Contei um Babado	HxMEedmeTXo	2021-01-18T19:16:41Z	2021-01-18 19:16:41	URGENTE !!! GUSTTAVO LIMA ENVIA AVIÃO COM 150 CILINDROS DE OXIGÊNIO PARA MANAUS	Gusttavo Lima se engajou nas doações de oxigênio para ajudar a mitigar a crise sanitária que vive Manaus e mostrou hoje 16/01/2021 um Boeing sendo carregado com 150 cilindros do insumo. Os cilindros serão distribuídos nos hospitais e pontos da região com o apoio de Bete Dezembro (empresária e amiga do cantor). #últimasnotícias #gusttavolima #covid19 #manaus #sertanejo ------------------------- Bem-vindo ao canal CONTEI UM BABADO no YouTube. Aqui você encontra notícias e fofocas dos famosos, tudo sobre política, matérias especiais e o melhor do mundo do entretenimento. ** INSCREVA-SE NO CANAL: https://bityli.com/fuvSM	fofoca,fofocalizando,fuxico,babado,boato,detração,novidade,importante,urgente,difamação,disse me disse,enredo,falatório,fuxicando,intriga,contei um boato,boatos,famosos,fofoca dos famosos,fofocando,fofoquei,noticias dos famosos,noticias	25	News & Politics	PT1M5S	65	2d	hd	false	https://i.ytimg.com/vi/HxMEedmeTXo/maxresdefault.jpg		20	5	0	0	0
1619	UCIwOfK2ekpaAWXrKIKh7wIg	Portal A Crítica	VWLYm9GqWaM	2021-01-18T21:31:31Z	2021-01-18 21:31:31	Oxigênio enviado a Manaus pela Venezuela cruza a fronteira com o Brasil	Confira a matéria completa no acritica.com		25	News & Politics	PT43S	43	2d	hd	false	https://i.ytimg.com/vi/VWLYm9GqWaM/maxresdefault.jpg		2877			0	44
1620	UCYpSlrqPk9Lsab4NP84i2sw	Alexandre Filho	EA35khaGQco	2021-01-18T19:09:44Z	2021-01-18 19:09:44	Oxigênio acaba em hospitais de Manaus “Tem gente morrendo sufocada”	Por Favor quem puder ajudar estamos precisando muito do seu apoio Acesse o link da vaquinha abaixo http://vaka.me/1356940 Estamos precisando da sua compaixão, pois mesmo com várias doações de cilindros, não é o suficiente. Pois esse valor será destinado, a compra de oxigênio para pessoas que estão em casa, para ajudar com cestas básicas, ajudar em café da manhã, almoço, janta não só os familiares que não tem condições que estão na frente dos hospitais, como nossos profissionais . E  as maternidades que há bebês precisando de oxigênio, fraldas etc.. Por favor nós ajude !!! #Gratidao	#ajudea a manaus #oxigeniomanaus,#manaus,#oxigenio	22	People & Blogs	PT1M8S	68	2d	hd	false	https://i.ytimg.com/vi/EA35khaGQco/maxresdefault.jpg		19	4	0	0	0
1621	UCxqNWumtwMPX_PzWhRlsiNQ	CANAL SEM EDIÇÃO	tClGMhPzTVs	2021-01-18T15:03:48Z	2021-01-18 15:03:48	Força Aérea Brasileira envia duas usinas de oxigênio para Manaus #shorts	Força Aérea Brasileira envia duas usinas de oxigênio para Manaus #shorts uma aeronave C-130 Hércules da Força Aérea Brasileira – FAB – transportou para Manaus duas usinas geradoras de oxigênio. Os equipamentos são alimentados com energia elétrica que por sua vez possuem tecnologias para processar o ar atmosférico e realizar a liberação de oxigênio a nível medicinal. A aeronave decolou de Guarulhos e pousou na Ala 8 – Base Aérea de Manaus ontem, dia 16 de janeiro. Ainda ontem, a aeronave C-99 da FAB decolou de Manaus com 11 pacientes rumo a São Luís, no Maranhão.		22	People & Blogs	PT45S	45	2d	hd	false			420	8	3	0	0
1622	UCnf-wCSzDw8RazzNJxmUENw	Piracicaba Agora	uzrC-Pyx-es	2021-01-18T23:05:31Z	2021-01-18 23:05:31	15 01 21 Falta de Oxigênio em Manaus	Ao vivo! Programa que traz informação, cultura e entretenimento, sempre com a participação do público. Mande seu vídeo ou suas fotos para o WhatsApp do nosso programa (19) 9.9141-1048 , iremos mostrar na TV. Instagram: @jornalpiracicaba_agora_tv *PELA INTERNET: Facebook NETO BARBOSA ao vivo às 18h TODOS OS DIAS. *PELA INTERNET: YOUTUBE REGIÃO AGORA ao vivo às 18h TODOS OS DIAS. *Canal 26.1 ao vivo às 18h às 20h e reprise das 23h à 01h00, TODOS OS DIAS. *Canal 21 CLARO ao vivo às 18h às 20h e reprise das 23h à 01h00, TODOS OS DIAS. *Canal 19 e 319 da VIVO ao vivo às 18h às 20h e reprise das 23h à 01h00, TODOS OS DIAS. Telefone de contato: (19) 2534-1234 WhatsApp: (19) 9.9141-1048 #comunicadores #telejornais #live #namidia #tvpiracicaba #jornaltv #AoVivo #apresentadordetv #jornalistacampineiro #comunicadores #telejornais #programapiracicabaagora #jornal #piracicaba #piracicabaagora #cidadedepiracicaba #jornalismo #piracicabaagora #jornalistacampineiro #tv #campinas #noticias #informação #noticia #telejornalismo #tvwa #brasil #brazil #comunbica #informa #culturanatv #cultura #imprensa #publicidade #estudio #gravação #cobertura #NET #entrevistas #entretenimento #jornalnanet #jornal #revista #revistaeletrônica	Piracicaba,Jornal,TV,Programa,Notícias,Brasil,São,Paulo,SP,Região,Agora,tv,ao vivi,Neto,Barbosa Neto,Região Agora,jornal de TV,televisivo,televisão,imagem,entretenimento,cultura,informação,interior,campinas,prestação de serviço,governo,participação,Silvio Santos,sbt,tv na net,São Paulo,apresentador de tv,comunicadores,live,midia,publico,auditório,estudio,gravção,câmera	24	Entertainment	PT5M24S	324	2d	hd	false	https://i.ytimg.com/vi/uzrC-Pyx-es/maxresdefault.jpg	1	3	1	1	0	0
1623	UCXP5ZLESda3Rue1SbGrOC0g	Quizumba Brasil	K8D2WYq8icg	2021-01-18T10:45:19Z	2021-01-18 10:45:19	POLÍTICA COM HUMOR; CAOS EM MANAUS, HOSPITAIS FICAM SEM OXIGÊNIO,			22	People & Blogs	PT9M44S	584	2d	hd	false			13	6	0	0	3
1624	UCNhenUsksal_bciv4P-VYUw	IMPD SP	X7LJy-Po8bQ	2021-01-18T13:00:29Z	2021-01-18 13:00:29	APÓSTOLO VALDEMIRO E BISPOS FAZEM DOAÇÃO DE CILINDROS DE OXIGÊNIO PARA MANAUS!	Com a crise acontecendo em Manaus, a falta de cilindros de oxigênio para pessoas acometidas pelo corona vírus, o apóstolo e bispos da igreja se juntaram para comprar e doar cilindros de oxigênio para os Manauenses! ----------------------------------------------------------------------------- COMECE 2021 COM SEU PRÓPRIO NEGÓCIO: http://bit.ly/38RCr6b ----------------------------------------------------------------------------- COMECE O ANO COM O NOME LIMPO, SAIBA MAIS: https://bit.ly/NomeLimpo ----------------------------------------------------------------------------- Redes Sociais: Instagram: https://www.instagram.com/impdsp Facebook: https://www.facebook.com/impdsp Dailymotion: https://dailymotion.com/almadeanjo ----------------------------------------------------------------------------- Seja membro deste canal e tenha acesso a todos os louvores: https://www.youtube.com/channel/UCNhenUsksal_bciv4P-VYUw/join ----------------------------------------------------------------------------- #igrejamundial #apóstoloValdemiro #sosManaus #cilindrosdeoxigênio	impdsp,igreja mundial do poder de Deus,doação,apóstolo valdemiro,bispos,cilindros de oxigênio,sos Manaus,Manaus,manauenses,Amazonas,doença,covid 19,corona virus,pessoas infectadas,igreja,pentecostal,Deus,Jesus,ajudar o próximo,domingo 17.01.2021,crise humanitária,impd,familia mundial,poder de Deus,tv mundial,tv gospel,programa gospel	22	People & Blogs	PT2M15S	135	2d	hd	false	https://i.ytimg.com/vi/X7LJy-Po8bQ/maxresdefault.jpg	1	1108	85	0	0	20
1625	UCk4K-7GKL5w97z4LuhG8xYw	Jadielson Ferreira	aLq02G61G4g	2021-01-18T17:02:41Z	2021-01-18 17:02:41	Manaus oxigênio estão indo graças a deus...q deus abençoe e cuide de cada um..			22	People & Blogs	PT25S	25	2d	hd	false	https://i.ytimg.com/vi/aLq02G61G4g/maxresdefault.jpg		11	4	0	0	0
1626	UCxad1Amn70oSK-zf9R83tig	Canal Brasil No Rumo	FyOJ4_HjgP4	2021-01-18T02:32:01Z	2021-01-18 02:32:01	Governo Bolsonaro leva cilindros de oxigênio para Manaus Amazonas.	Governo Bolsonaro salvando o Amazonas da crise do corona vírus. #Bolsonaro2022	Bolsonaro,Os Pingos Nos Is,SBT jornalismo,Canal Aliança Brasil,Jovem Pan News,Nando Moura,Mamãe falei,Enzuh,Augustin Fernandes,Olavo de Carvalho	25	News & Politics	PT36S	36	2d	sd	false			24	10	0	0	2
